Taxon ID,Genome ID,Genome Name,Antibiotic,Resistant Phenotype,Measurement,Measurement Sign,Measurement Value,Measurement Unit,Laboratory Typing Method,Laboratory Typing Method Version,Laboratory Typing Platform,Vendor,Testing Standard,Testing Standard Year,Computational Method,Computational Method Version,Computational Method Performance,Evidence,Source,PubMed
1313,"1313.20357","Streptococcus pneumoniae strain GPSC55","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.17449","Streptococcus pneumoniae strain SC15-3364-P","tetracycline","Susceptible","1","<=","1","mg/L","MIC",,"Sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1313,"1313.20080","Streptococcus pneumoniae strain GPSC156","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20165","Streptococcus pneumoniae strain GPSC47","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20731","Streptococcus pneumoniae strain GPSC580","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.9924","Streptococcus pneumoniae strain SB18","tetracycline",,"32",,"32","mg/L","MIC",,,,,,,,,"Laboratory Method",,
1313,"1313.5804","Streptococcus pneumoniae strain R34-3174","tetracycline",,"<=0.50","<=","0.50","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1313,"1313.20716","Streptococcus pneumoniae strain GPSC6","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.6562","Streptococcus pneumoniae strain R34-3196","tetracycline",,"<=0.50","<=","0.50","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1280,"1280.8357","Staphylococcus aureus C00007109","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
760764,"760764.3","Streptococcus pneumoniae GA11426","tetracycline","Susceptible","<=1","<=","1",,,,,,,,,,,"Laboratory Method",,
1313,"1313.5830","Streptococcus pneumoniae strain R34-3028","tetracycline",,"<=0.50","<=","0.50","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1280,"1280.9371","Staphylococcus aureus WAU_14","tetracycline","Resistant",,,,,"disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"25903077"
1313,"1313.20845","Streptococcus pneumoniae strain GPSC330","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20341","Streptococcus pneumoniae strain GPSC55","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.19478","Streptococcus pneumoniae strain GPSC17","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
760831,"760831.3","Streptococcus pneumoniae GA47281","tetracycline","Resistant",">8",">","8",,,,,,,,,,,"Laboratory Method",,
1280,"1280.9832","Staphylococcus aureus C00003272","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.8466","Staphylococcus aureus C00003186","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.20235","Streptococcus pneumoniae strain GPSC55","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.9350","Staphylococcus aureus TTSH3_10","tetracycline","Susceptible",,,,,"disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"25903077"
1313,"1313.17445","Streptococcus pneumoniae strain SC15-2302-P","tetracycline","Susceptible","1","<=","1","mg/L","MIC",,"Sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1283,"1283.469","Staphylococcus haemolyticus 7068_7_64","tetracycline","Susceptible",,,,,"MIC",,"E-test","AB BIODISK","EUCAST",2014,,,,"Laboratory Method",,"25038069"
1280,"1280.8617","Staphylococcus aureus C00003262","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.9906","Staphylococcus aureus C00008629","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.18658","Streptococcus pneumoniae strain GPSC3","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.18731","Streptococcus pneumoniae strain GPSC2","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20430","Streptococcus pneumoniae strain GPSC132","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.7917","Staphylococcus aureus C00001116","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.21044","Streptococcus pneumoniae strain GPSC35","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.19822","Streptococcus pneumoniae strain GPSC133","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20342","Streptococcus pneumoniae strain GPSC7","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.6123","Streptococcus pneumoniae strain 462956","tetracycline",,"0.12",,"0.12","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1313,"1313.19312","Streptococcus pneumoniae strain GPSC26","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.10015","Staphylococcus aureus C00013329","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.20643","Streptococcus pneumoniae strain GPSC47","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.9475","Staphylococcus aureus C00001213","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.9323","Streptococcus pneumoniae strain 2245STDY5982754","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.6073","Streptococcus pneumoniae strain 0001+05003","tetracycline","Resistant",,,,,"MIC",,,,,,,,,"Laboratory Method",,"24957517"
1313,"1313.21133","Streptococcus pneumoniae strain GPSC255","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20482","Streptococcus pneumoniae strain GPSC43","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.19624","Streptococcus pneumoniae strain GPSC4","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.21082","Streptococcus pneumoniae strain GPSC25","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.9809","Streptococcus pneumoniae strain 11126","tetracycline",,"32",,"32","mg/L","MIC",,,,,,,,,"Laboratory Method",,
1352,"1352.3480","Enterococcus faecium strain CVM N55317","tetracycline",,"<=1","<=","1","mg/L","clsi","2015",,"bioMérieux",,,,,,"Laboratory Method","29617860","29617860"
1280,"1280.9987","Staphylococcus aureus C00013200","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.20237","Streptococcus pneumoniae strain GPSC10","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.7930","Staphylococcus aureus C00001131","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.17251","Streptococcus pneumoniae strain 40","tetracycline","Susceptible","0.25","<=","0.25","mg/L","MIC",,"Trek sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1313,"1313.9194","Streptococcus pneumoniae strain 2245STDY5699106","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20873","Streptococcus pneumoniae strain GPSC11","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.6257","Streptococcus pneumoniae strain 08B04036","tetracycline","Resistant",,,,,"MIC",,,,,,,,,"Laboratory Method",,
1313,"1313.9558","Streptococcus pneumoniae strain PMEN1_4605","tetracycline",,"2",,"2","mg/L","MIC",,,,,,,,,"Laboratory Method",,
1280,"1280.9464","Staphylococcus aureus C00001190","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.10017","Staphylococcus aureus C00013333","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1351,"1351.810","Enterococcus faecalis strain CVM N59509F","tetracycline",,">32",">","32","mg/L","clsi","2015",,"bioMérieux",,,,,,"Laboratory Method","29617860","29617860"
1351,"1351.829","Enterococcus faecalis strain CVM N52564","tetracycline",,">32",">","32","mg/L","clsi","2015",,"bioMérieux",,,,,,"Laboratory Method","29617860","29617860"
760878,"760878.3","Streptococcus pneumoniae EU-NP02","tetracycline","Resistant",">8",">","8",,,,,,,,,,,"Laboratory Method",,
760795,"760795.3","Streptococcus pneumoniae GA18523","tetracycline","Resistant",">8",">","8",,,,,,,,,,,"Laboratory Method",,
1313,"1313.17184","Streptococcus pneumoniae strain 144","tetracycline","Susceptible","0.25","<=","0.25","mg/L","MIC",,"Trek sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1334,"1334.97","Streptococcus dysgalactiae PE82","tetracycline",,"8",,"8","mg/L","MIC",,"Sensititre microdilution system and mastitis plate","Sensititre",,,,,,"Laboratory Method",,
1283,"1283.409","Staphylococcus haemolyticus 7067_4_87","tetracycline","Susceptible",,,,,"MIC",,"E-test","AB BIODISK","EUCAST",2014,,,,"Laboratory Method",,"25038069"
1313,"1313.5811","Streptococcus pneumoniae strain R34-3177","tetracycline",,"<=0.50","<=","0.50","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1313,"1313.9337","Streptococcus pneumoniae strain 2245STDY5982751","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20561","Streptococcus pneumoniae strain GPSC39","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.16052","Staphylococcus aureus strain 0908-2002-2015","tetracycline","Susceptible","<=1","<=","1","mg/L","MIC",,"Phoenix","Becton Dickinson","EUCAST",,,,,"Laboratory Method",,
1313,"1313.19097","Streptococcus pneumoniae strain GPSC3","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.17143","Streptococcus pneumoniae strain 106","tetracycline","Susceptible","0.25","<=","0.25","mg/L","MIC",,"Trek sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1313,"1313.20751","Streptococcus pneumoniae strain GPSC67","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20758","Streptococcus pneumoniae strain GPSC90","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.8695","Staphylococcus aureus C00008948","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.20305","Streptococcus pneumoniae strain GPSC8","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.9336","Streptococcus pneumoniae strain 2245STDY5982511","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.6455","Streptococcus pneumoniae strain 9812+11187","tetracycline","Resistant",,,,,"MIC",,,,,,,,,"Laboratory Method",,"24957517"
1313,"1313.19122","Streptococcus pneumoniae strain GPSC18","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.19009","Streptococcus pneumoniae strain GPSC8","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.9559","Streptococcus pneumoniae strain 3901","tetracycline",,"8",,"8","mg/L","MIC",,,,,,,,,"Laboratory Method",,
1313,"1313.20243","Streptococcus pneumoniae strain GPSC5","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1352,"1352.3520","Enterococcus faecium strain CVM N53439","tetracycline",,">32",">","32","mg/L","clsi","2015",,"bioMérieux",,,,,,"Laboratory Method","29617860","29617860"
1313,"1313.20971","Streptococcus pneumoniae strain GPSC67","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.8659","Staphylococcus aureus C00003129","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.8196","Staphylococcus aureus C00013189","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.6072","Streptococcus pneumoniae strain SN4691","tetracycline",,"8",,"8","mg/L","MIC",,,,,,,,,"Laboratory Method",,
1280,"1280.9326","Staphylococcus aureus TTSH1_01","tetracycline","Resistant",,,,,"disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"25903077"
1283,"1283.422","Staphylococcus haemolyticus 7068_7_18","tetracycline","Susceptible",,,,,"MIC",,"E-test","AB BIODISK","EUCAST",2014,,,,"Laboratory Method",,"25038069"
1313,"1313.17706","Streptococcus pneumoniae strain 2245STDY5562369 strain GPSC11","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.19330","Streptococcus pneumoniae strain GPSC94","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.10001","Staphylococcus aureus C00013238","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.18564","Streptococcus pneumoniae strain GPSC25","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1349,"1349.232","Streptococcus uberis PE93","tetracycline",,"0.5",,"0.5","mg/L","MIC",,"Sensititre microdilution system and mastitis plate","Sensititre",,,,,,"Laboratory Method",,
1313,"1313.18837","Streptococcus pneumoniae strain GPSC14","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.8938","Streptococcus pneumoniae strain 2245STDY5609074","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.8646","Staphylococcus aureus C00002653","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.9707","Staphylococcus aureus C00001227","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.20215","Streptococcus pneumoniae strain GPSC15","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.18747","Streptococcus pneumoniae strain GPSC18","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.8230","Streptococcus pneumoniae strain 2245STDY5608997","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.8229","Streptococcus pneumoniae strain 2245STDY5608996","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.9710","Staphylococcus aureus C00001233","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.8469","Staphylococcus aureus C00003185","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1352,"1352.3516","Enterococcus faecium strain CVM N53805","tetracycline",,">32",">","32","mg/L","clsi","2015",,"bioMérieux",,,,,,"Laboratory Method","29617860","29617860"
1313,"1313.20423","Streptococcus pneumoniae strain GPSC3","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.5530","Streptococcus pneumoniae strain 08B02909","tetracycline","Resistant",,,,,"MIC",,,,,,,,,"Laboratory Method",,
1283,"1283.410","Staphylococcus haemolyticus 7067_4_88","tetracycline","Susceptible",,,,,"MIC",,"E-test","AB BIODISK","EUCAST",2014,,,,"Laboratory Method",,"25038069"
1349,"1349.231","Streptococcus uberis PE8","tetracycline",,"0.5",,"0.5","mg/L","MIC",,"Sensititre microdilution system and mastitis plate","Sensititre",,,,,,"Laboratory Method",,
1313,"1313.9728","Streptococcus pneumoniae strain 6039","tetracycline",,"16",,"16","mg/L","MIC",,,,,,,,,"Laboratory Method",,
1313,"1313.19333","Streptococcus pneumoniae strain GPSC49","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.8790","Staphylococcus aureus C00001076","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1349,"1349.228","Streptococcus uberis PE77","tetracycline",,"8",,"8","mg/L","MIC",,"Sensititre microdilution system and mastitis plate","Sensititre",,,,,,"Laboratory Method",,
1280,"1280.8256","Staphylococcus aureus C00013250","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.9758","Staphylococcus aureus C00003125","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.9853","Streptococcus pneumoniae strain 76_HIM","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,
1280,"1280.9796","Staphylococcus aureus C00003196","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.9853","Staphylococcus aureus C00003349","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.20242","Streptococcus pneumoniae strain GPSC12","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.8541","Staphylococcus aureus C00003087","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.18705","Streptococcus pneumoniae strain GPSC5","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.5467","Streptococcus pneumoniae strain R34-3184","tetracycline",,"<=0.50","<=","0.50","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1280,"1280.8418","Staphylococcus aureus C00003291","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.8437","Staphylococcus aureus C00003225","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.9193","Staphylococcus aureus 003_10","tetracycline","Susceptible",,,,,"disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"25903077"
1313,"1313.19551","Streptococcus pneumoniae strain GPSC9","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.8825","Staphylococcus aureus C00001234","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.6333","Streptococcus pneumoniae strain 132571","tetracycline",,"0.25",,"0.25","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1280,"1280.9947","Staphylococcus aureus C00012789","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1349,"1349.213","Streptococcus uberis PE61","tetracycline",,"8",,"8","mg/L","MIC",,"Sensititre microdilution system and mastitis plate","Sensititre",,,,,,"Laboratory Method",,
1280,"1280.8404","Staphylococcus aureus C00007083","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.20053","Streptococcus pneumoniae strain GPSC8","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.18642","Streptococcus pneumoniae strain GPSC15","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20949","Streptococcus pneumoniae strain GPSC8","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.18727","Streptococcus pneumoniae strain GPSC49","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.8118","Staphylococcus aureus C00012788","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.6566","Streptococcus pneumoniae strain R34-3226","tetracycline",,">4.00",">","4.00","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1351,"1351.869","Enterococcus faecalis strain CVM N54097","tetracycline",,">32",">","32","mg/L","clsi","2015",,"bioMérieux",,,,,,"Laboratory Method","29617860","29617860"
1313,"1313.6942","Streptococcus pneumoniae P110340-157","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,
1313,"1313.18863","Streptococcus pneumoniae strain GPSC18","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20203","Streptococcus pneumoniae strain GPSC5","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.8409","Staphylococcus aureus C00007086","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.8004","Staphylococcus aureus C00001221","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.20253","Streptococcus pneumoniae strain GPSC35","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.6274","Streptococcus pneumoniae strain R34-3097","tetracycline",,"<=0.50","<=","0.50","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1313,"1313.20207","Streptococcus pneumoniae strain GPSC45","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.17269","Streptococcus pneumoniae strain 58","tetracycline","Susceptible","0.25","<=","0.25","mg/L","MIC",,"Trek sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1313,"1313.18620","Streptococcus pneumoniae strain GPSC1","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1351,"1351.793","Enterococcus faecalis strain CVM N59845F","tetracycline",,"<=1","<=","1","mg/L","clsi","2015",,"bioMérieux",,,,,,"Laboratory Method","29617860","29617860"
1313,"1313.19438","Streptococcus pneumoniae strain GPSC8","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.16548","Staphylococcus aureus strain AR_0472","tetracycline","Susceptible","<=1","<=","1","mg/L","MIC",,,,"CLSI",,,,,"Laboratory Method",,
1280,"1280.9436","Staphylococcus aureus C00001101","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1349,"1349.200","Streptococcus uberis PE37","tetracycline",,"1",,"1","mg/L","MIC",,"Sensititre microdilution system and mastitis plate","Sensititre",,,,,,"Laboratory Method",,
1313,"1313.17151","Streptococcus pneumoniae strain 113","tetracycline","Susceptible","0.25","<=","0.25","mg/L","MIC",,"Trek sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1313,"1313.20998","Streptococcus pneumoniae strain GPSC310","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.8722","Staphylococcus aureus C00001441","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.8129","Staphylococcus aureus C00012801","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.5478","Streptococcus pneumoniae strain R34-3052","tetracycline",,"<=0.50","<=","0.50","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1313,"1313.20847","Streptococcus pneumoniae strain GPSC50","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.17355","Streptococcus pneumoniae strain SC11-4154-P","tetracycline","Susceptible","1","<=","1","mg/L","MIC",,"Sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1351,"1351.858","Enterococcus faecalis strain CVM N53453","tetracycline",,"<=1","<=","1","mg/L","clsi","2015",,"bioMérieux",,,,,,"Laboratory Method","29617860","29617860"
1280,"1280.9697","Staphylococcus aureus C00001219","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.19994","Streptococcus pneumoniae strain GPSC46","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.8608","Streptococcus pneumoniae strain 2245STDY5699085","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.19228","Streptococcus pneumoniae strain GPSC48","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1349,"1349.140","Streptococcus uberis PE26","tetracycline",,"0.5",,"0.5","mg/L","MIC",,"Sensititre microdilution system and mastitis plate","Sensititre",,,,,,"Laboratory Method",,
1313,"1313.19908","Streptococcus pneumoniae strain GPSC12","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.10021","Staphylococcus aureus C00013342","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.9828","Staphylococcus aureus C00003268","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.19448","Streptococcus pneumoniae strain GPSC26","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.19568","Streptococcus pneumoniae strain GPSC3","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.6270","Streptococcus pneumoniae strain R34-3144","tetracycline",,"<=0.50","<=","0.50","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1280,"1280.8539","Staphylococcus aureus C00003320","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.20833","Streptococcus pneumoniae strain GPSC3","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.7337","Staphylococcus aureus CGH5_09","tetracycline","Resistant",,,,,"disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"25903077"
1349,"1349.197","Streptococcus uberis PE33","tetracycline",,"8",,"8","mg/L","MIC",,"Sensititre microdilution system and mastitis plate","Sensititre",,,,,,"Laboratory Method",,
1313,"1313.20175","Streptococcus pneumoniae strain GPSC27","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.5623","Streptococcus pneumoniae strain 291880","tetracycline",,"0.25",,"0.25","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1313,"1313.17165","Streptococcus pneumoniae strain 126","tetracycline","Susceptible","0.5","==","0.5","mg/L","MIC",,"Trek sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1280,"1280.10020","Staphylococcus aureus C00013339","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.19542","Streptococcus pneumoniae strain GPSC193","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.19734","Streptococcus pneumoniae strain GPSC10","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.8213","Staphylococcus aureus C00013206","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.9554","Streptococcus pneumoniae strain 3413","tetracycline",,"16",,"16","mg/L","MIC",,,,,,,,,"Laboratory Method",,
1313,"1313.9842","Streptococcus pneumoniae strain 3296","tetracycline",,"64",,"64","mg/L","MIC",,,,,,,,,"Laboratory Method",,
1313,"1313.21061","Streptococcus pneumoniae strain GPSC6","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.6149","Streptococcus pneumoniae strain R34-3093","tetracycline",,"<=0.50","<=","0.50","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1313,"1313.17238","Streptococcus pneumoniae strain 29","tetracycline","Susceptible","0.5","==","0.5","mg/L","MIC",,"Trek sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1280,"1280.9748","Staphylococcus aureus C00003099","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.9118","Streptococcus pneumoniae strain 2245STDY5982506","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
