JGI_Portal_ID,Species,Order,Class,Clade,Phylum,Pathogen,Lifestyle,Lifestyle_2,Unknown_Lifestyle,S,N,B,OB,HB,MP,P,O,ECM,ENM,Mycorrhizal,E,EP,L,LF,EL,C,PY,BY,T,A,AL,HY,BR,WR,Wood_Decay,FUNGuild,Plant,Fungus,Vertebrate,Invertebrate,Gymnosperms,Angiosperms,Main_Stem,Leaves,Roots,Fruit,Seeds,MycoCosm Genome Reference Paper
Altal1,Alternaria alternata SRC1lrK2f v1.0,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,YES,"S, E, N, O",S  E  N  O,Known,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,NO,YES,NO,NO,YES,YES,YES,YES,,,"Zeiner CA, Purvine SO, Zink EM, Pasa-Tolic L, Chaput DL, Haridas S, Wu S, LaButti K, Grigoriev IV, Henrissat B, Santelli CM, Hansel CM Comparative Analysis of Secretome Profiles of Manganese(II)-Oxidizing Ascomycete Fungi. PLoS One. 2016 Jul 19;11(7):e0157844. doi: 10.1371/journal.pone.0157844. eCollection 2016."
Ascra1,Ascochyta rabiei ArDII,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,YES,N,N,Known,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,YES,YES,YES,NO,,,"Verma S, Gazara RK, Nizam S, Parween S, Chattopadhyay D, Verma PK Draft genome sequencing and secretome analysis of fungal phytopathogen Ascochyta rabiei provides insight into the necrotrophic effector repertoire. Sci Rep. 2016 Apr 19;6:24638. doi: 10.1038/srep24638."
Aurpu_var_mel1,Aureobasidium pullulans var. melanogenum CBS 110374,Dothideales,Dothideomycetes,Pezizomycotina,Ascomycota,YES,"S, E, EP, O",S  E  EP  O,Known,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,"Gostincar C, Ohm RA, Kogej T, Sonjak S, Turk M, Zajc J, Zalar P, Grube M, Sun H, Han J, Sharma A, Chiniquy J, Ngan CY, Lipzen A, Barry K, Grigoriev IV, Gunde-Cimerman N Genome sequencing of four Aureobasidium pullulans varieties: biotechnological potential, stress tolerance, and description of new species. BMC Genomics. 2014 Jul 1;15:549. doi: 10.1186/1471-2164-15-549."
Aurpu_var_nam1,Aureobasidium pullulans var. namibiae CBS 147.97,Dothideales,Dothideomycetes,Pezizomycotina,Ascomycota,UNKNOWN,S,S,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,"Gostincar C, Ohm RA, Kogej T, Sonjak S, Turk M, Zajc J, Zalar P, Grube M, Sun H, Han J, Sharma A, Chiniquy J, Ngan CY, Lipzen A, Barry K, Grigoriev IV, Gunde-Cimerman N Genome sequencing of four Aureobasidium pullulans varieties: biotechnological potential, stress tolerance, and description of new species. BMC Genomics. 2014 Jul 1;15:549. doi: 10.1186/1471-2164-15-549."
Aurpu_var_pul1,Aureobasidium pullulans var. pullulans EXF-150,Dothideales,Dothideomycetes,Pezizomycotina,Ascomycota,NO,"S, E, EP",S  E  EP,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"Gostincar C, Ohm RA, Kogej T, Sonjak S, Turk M, Zajc J, Zalar P, Grube M, Sun H, Han J, Sharma A, Chiniquy J, Ngan CY, Lipzen A, Barry K, Grigoriev IV, Gunde-Cimerman N Genome sequencing of four Aureobasidium pullulans varieties: biotechnological potential, stress tolerance, and description of new species. BMC Genomics. 2014 Jul 1;15:549. doi: 10.1186/1471-2164-15-549."
Aurpu_var_sub1,Aureobasidium pullulans var. subglaciale EXF-2481,Dothideales,Dothideomycetes,Pezizomycotina,Ascomycota,NO,S,S,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"Gostincar C, Ohm RA, Kogej T, Sonjak S, Turk M, Zajc J, Zalar P, Grube M, Sun H, Han J, Sharma A, Chiniquy J, Ngan CY, Lipzen A, Barry K, Grigoriev IV, Gunde-Cimerman N Genome sequencing of four Aureobasidium pullulans varieties: biotechnological potential, stress tolerance, and description of new species. BMC Genomics. 2014 Jul 1;15:549. doi: 10.1186/1471-2164-15-549."
Bauco1,Baudoinia compniacensis UAMH 10762 (4089826) v1.0,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota,NO,S,S,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"Ohm RA, Feau N, Henrissat B, Schoch CL, Horwitz BA, Barry KW, Condon BJ, Copeland AC, Dhillon B, Glaser F, Hesse CN, Kosti I, LaButti K, Lindquist EA, Lucas S, Salamov AA, Bradshaw RE, Ciuffetti L, Hamelin RC, Kema GH, Lawrence C, Scott JA, Spatafora JW, Turgeon BG, de Wit PJ, Zhong S, Goodwin SB, Grigoriev IV Diverse lifestyles and strategies of plant pathogenesis encoded in the genomes of eighteen Dothideomycetes fungi. PLoS Pathog. 2012;8(12):e1003037. doi: 10.1371/journal.ppat.1003037. Epub 2012 Dec 6."
Cenge3,Cenococcum geophilum 1.58 v2.0,Mytilinidiales,Dothideomycetes,Pezizomycotina,Ascomycota,NO,ECM,ECM,Known,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"Peter M, Kohler A, Ohm RA, Kuo A, Krutzmann J, Morin E, Arend M, Barry KW, Binder M, Choi C, Clum A, Copeland A, Grisel N, Haridas S, Kipfer T, LaButti K, Lindquist E, Lipzen A, Maire R, Meier B, Mihaltcheva S, Molinier V, Murat C, Poggeler S, Quandt CA, Sperisen C, Tritt A, Tisserant E, Crous PW, Henrissat B, Nehls U, Egli S, Spatafora JW, Grigoriev IV, Martin FM Ectomycorrhizal ecology is imprinted in the genome of the dominant symbiotic fungus Cenococcum geophilum. Nat Commun. 2016 Sep 7;7:12662. doi: 10.1038/ncomms12662."
Clafu1,Cladosporium fulvum v1.0,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota,YES,"S, B",S  B,Known,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,YES,NO,YES,NO,,,"de Wit PJ, van der Burgt A, Okmen B, Stergiopoulos I, Abd-Elsalam KA, Aerts AL, Bahkali AH, Beenen HG, Chettri P, Cox MP, Datema E, de Vries RP, Dhillon B, Ganley AR, Griffiths SA, Guo Y, Hamelin RC, Henrissat B, Kabir MS, Jashni MK, Kema G, Klaubauf S, Lapidus A, Levasseur A, Lindquist E, Mehrabi R, Ohm RA, Owen TJ, Salamov A, Schwelm A, Schijlen E, Sun H, van den Burg HA, van Ham RC, Zhang S, Goodwin SB, Grigoriev IV, Collemare J, Bradshaw RE The genomes of the fungal plant pathogens Cladosporium fulvum and Dothistroma septosporum reveal adaptation to different hosts and lifestyles but also signatures of common ancestry. PLoS Genet. 2012;8(11):e1003088. doi: 10.1371/journal.pgen.1003088. Epub 2012 Nov 29.     AND    Ohm RA, Feau N, Henrissat B, Schoch CL, Horwitz BA, Barry KW, Condon BJ, Copeland AC, Dhillon B, Glaser F, Hesse CN, Kosti I, LaButti K, Lindquist EA, Lucas S, Salamov AA, Bradshaw RE, Ciuffetti L, Hamelin RC, Kema GH, Lawrence C, Scott JA, Spatafora JW, Turgeon BG, de Wit PJ, Zhong S, Goodwin SB, Grigoriev IV Diverse lifestyles and strategies of plant pathogenesis encoded in the genomes of eighteen Dothideomycetes fungi. PLoS Pathog. 2012;8(12):e1003037. doi: 10.1371/journal.ppat.1003037. Epub 2012 Dec 6."
Clasph1,Cladosporium sphaerospermum UM 843,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota,YES,"S, BY, O",S  BY  O,Known,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,"Ng KP, Yew SM, Chan CL, Soo-Hoo TS, Na SL, Hassan H, Ngeow YF, Hoh CC, Lee KW, Yee WY Sequencing of Cladosporium sphaerospermum, a Dematiaceous fungus isolated from blood culture. Eukaryot Cell. 2012 May;11(5):705-6. doi: 10.1128/EC.00081-12."
Cloaq1,Clohesyomyces aquaticus v1.0,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,NO,S,S,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"Mondo SJ, Dannebaum RO, Kuo RC, Louie KB, Bewick AJ, LaButti K, Haridas S, Kuo A, Salamov A, Ahrendt SR, Lau R, Bowen BP, Lipzen A, Sullivan W, Andreopoulos BB, Clum A, Lindquist E, Daum C, Northen TR, Kunde-Ramamoorthy G, Schmitz RJ, Gryganskyi A, Culley D, Magnuson J, James TY, O'Malley MA, Stajich JE, Spatafora JW, Visel A, Grigoriev IV Widespread adenine N6-methylation of active genes in fungi. Nat Genet. 2017 Jun;49(6):964-968. doi: 10.1038/ng.3859. Epub 2017 May 8."
Cocca1,Cochliobolus carbonum 26-R-13 v1.0,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,YES,"S, N",S  N,Known,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,YES,YES,YES,YES,,,"Condon BJ, Leng Y, Wu D, Bushley KE, Ohm RA, Otillar R, Martin J, Schackwitz W, Grimwood J, MohdZainudin N, Xue C, Wang R, Manning VA, Dhillon B, Tu ZJ, Steffenson BJ, Salamov A, Sun H, Lowry S, LaButti K, Han J, Copeland A, Lindquist E, Barry K, Schmutz J, Baker SE, Ciuffetti LM, Grigoriev IV, Zhong S, Turgeon BG Comparative genome structure, secondary metabolite, and effector coding capacity across Cochliobolus pathogens. PLoS Genet. 2013;9(1):e1003233. doi: 10.1371/journal.pgen.1003233. Epub 2013 Jan 24."
CocheC4_1,Cochliobolus heterostrophus C4 v1.0,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,YES,N,N,Known,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,YES,YES,YES,NO,,,"Ohm RA, Feau N, Henrissat B, Schoch CL, Horwitz BA, Barry KW, Condon BJ, Copeland AC, Dhillon B, Glaser F, Hesse CN, Kosti I, LaButti K, Lindquist EA, Lucas S, Salamov AA, Bradshaw RE, Ciuffetti L, Hamelin RC, Kema GH, Lawrence C, Scott JA, Spatafora JW, Turgeon BG, de Wit PJ, Zhong S, Goodwin SB, Grigoriev IV Diverse lifestyles and strategies of plant pathogenesis encoded in the genomes of eighteen Dothideomycetes fungi. PLoS Pathog. 2012;8(12):e1003037. doi: 10.1371/journal.ppat.1003037. Epub 2012 Dec 6.     AND      Condon BJ, Leng Y, Wu D, Bushley KE, Ohm RA, Otillar R, Martin J, Schackwitz W, Grimwood J, MohdZainudin N, Xue C, Wang R, Manning VA, Dhillon B, Tu ZJ, Steffenson BJ, Salamov A, Sun H, Lowry S, LaButti K, Han J, Copeland A, Lindquist E, Barry K, Schmutz J, Baker SE, Ciuffetti LM, Grigoriev IV, Zhong S, Turgeon BG Comparative genome structure, secondary metabolite, and effector coding capacity across Cochliobolus pathogens. PLoS Genet. 2013;9(1):e1003233. doi: 10.1371/journal.pgen.1003233. Epub 2013 Jan 24."
CocheC5_3,Cochliobolus heterostrophus C5 v2.0,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,YES,N,N,Known,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,YES,NO,YES,NO,,,"Ohm RA, Feau N, Henrissat B, Schoch CL, Horwitz BA, Barry KW, Condon BJ, Copeland AC, Dhillon B, Glaser F, Hesse CN, Kosti I, LaButti K, Lindquist EA, Lucas S, Salamov AA, Bradshaw RE, Ciuffetti L, Hamelin RC, Kema GH, Lawrence C, Scott JA, Spatafora JW, Turgeon BG, de Wit PJ, Zhong S, Goodwin SB, Grigoriev IV Diverse lifestyles and strategies of plant pathogenesis encoded in the genomes of eighteen Dothideomycetes fungi. PLoS Pathog. 2012;8(12):e1003037. doi: 10.1371/journal.ppat.1003037. Epub 2012 Dec 6.     AND      Condon BJ, Leng Y, Wu D, Bushley KE, Ohm RA, Otillar R, Martin J, Schackwitz W, Grimwood J, MohdZainudin N, Xue C, Wang R, Manning VA, Dhillon B, Tu ZJ, Steffenson BJ, Salamov A, Sun H, Lowry S, LaButti K, Han J, Copeland A, Lindquist E, Barry K, Schmutz J, Baker SE, Ciuffetti LM, Grigoriev IV, Zhong S, Turgeon BG Comparative genome structure, secondary metabolite, and effector coding capacity across Cochliobolus pathogens. PLoS Genet. 2013;9(1):e1003233. doi: 10.1371/journal.pgen.1003233. Epub 2013 Jan 24."
Coclu2,Cochliobolus lunatus m118 v2.0,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,YES,"N, O",N  O,Known,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,NO,YES,YES,NO,YES,NO,YES,NO,,,"Ohm RA, Feau N, Henrissat B, Schoch CL, Horwitz BA, Barry KW, Condon BJ, Copeland AC, Dhillon B, Glaser F, Hesse CN, Kosti I, LaButti K, Lindquist EA, Lucas S, Salamov AA, Bradshaw RE, Ciuffetti L, Hamelin RC, Kema GH, Lawrence C, Scott JA, Spatafora JW, Turgeon BG, de Wit PJ, Zhong S, Goodwin SB, Grigoriev IV Diverse lifestyles and strategies of plant pathogenesis encoded in the genomes of eighteen Dothideomycetes fungi. PLoS Pathog. 2012;8(12):e1003037. doi: 10.1371/journal.ppat.1003037. Epub 2012 Dec 6.     AND     Condon BJ, D Wu, N Krasevec, BA Horwitz, and BG Turgeon. 2013. Comparative genomics of Cochliobolus phytopathogens. In Genomics of Plant-Associated Fungi and Oomycetes. Eds: R Dean, A Lichens Park and C Kole. Series Ed. D. Gross, A. Lichens-Park and C. Kole. Springer."
Cocmi1,Cochliobolus miyabeanus ATCC 44560 v1.0,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,YES,N,N,Known,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,YES,YES,YES,NO,,,"Condon BJ, Leng Y, Wu D, Bushley KE, Ohm RA, Otillar R, Martin J, Schackwitz W, Grimwood J, MohdZainudin N, Xue C, Wang R, Manning VA, Dhillon B, Tu ZJ, Steffenson BJ, Salamov A, Sun H, Lowry S, LaButti K, Han J, Copeland A, Lindquist E, Barry K, Schmutz J, Baker SE, Ciuffetti LM, Grigoriev IV, Zhong S, Turgeon BG Comparative genome structure, secondary metabolite, and effector coding capacity across Cochliobolus pathogens. PLoS Genet. 2013;9(1):e1003233. doi: 10.1371/journal.pgen.1003233. Epub 2013 Jan 24."
Cocsa1,Cochliobolus sativus ND90Pr v1.0,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,YES,HB,HB,Known,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,YES,YES,YES,YES,,,"Ohm RA, Feau N, Henrissat B, Schoch CL, Horwitz BA, Barry KW, Condon BJ, Copeland AC, Dhillon B, Glaser F, Hesse CN, Kosti I, LaButti K, Lindquist EA, Lucas S, Salamov AA, Bradshaw RE, Ciuffetti L, Hamelin RC, Kema GH, Lawrence C, Scott JA, Spatafora JW, Turgeon BG, de Wit PJ, Zhong S, Goodwin SB, Grigoriev IV Diverse lifestyles and strategies of plant pathogenesis encoded in the genomes of eighteen Dothideomycetes fungi. PLoS Pathog. 2012;8(12):e1003037. doi: 10.1371/journal.ppat.1003037. Epub 2012 Dec 6.     AND      Condon BJ, Leng Y, Wu D, Bushley KE, Ohm RA, Otillar R, Martin J, Schackwitz W, Grimwood J, MohdZainudin N, Xue C, Wang R, Manning VA, Dhillon B, Tu ZJ, Steffenson BJ, Salamov A, Sun H, Lowry S, LaButti K, Han J, Copeland A, Lindquist E, Barry K, Schmutz J, Baker SE, Ciuffetti LM, Grigoriev IV, Zhong S, Turgeon BG Comparative genome structure, secondary metabolite, and effector coding capacity across Cochliobolus pathogens. PLoS Genet. 2013;9(1):e1003233. doi: 10.1371/journal.pgen.1003233. Epub 2013 Jan 24."
Cocvi1,Cochliobolus victoriae FI3 v1.0,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,YES,N,N,Known,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,YES,YES,YES,NO,,,"Condon BJ, Leng Y, Wu D, Bushley KE, Ohm RA, Otillar R, Martin J, Schackwitz W, Grimwood J, MohdZainudin N, Xue C, Wang R, Manning VA, Dhillon B, Tu ZJ, Steffenson BJ, Salamov A, Sun H, Lowry S, LaButti K, Han J, Copeland A, Lindquist E, Barry K, Schmutz J, Baker SE, Ciuffetti LM, Grigoriev IV, Zhong S, Turgeon BG Comparative genome structure, secondary metabolite, and effector coding capacity across Cochliobolus pathogens. PLoS Genet. 2013;9(1):e1003233. doi: 10.1371/journal.pgen.1003233. Epub 2013 Jan 24."
Conap1,Coniosporium apollinis CBS 100218,Incertae sedis,Dothideomycetes,Pezizomycotina,Ascomycota,NO,"S, BY",S  BY,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"Teixeira MM, Moreno LF, Stielow BJ, Muszewska A, Hainaut M, Gonzaga L, Abouelleil A, Patane JS, Priest M, Souza R, Young S, Ferreira KS, Zeng Q, da Cunha MM, Gladki A, Barker B, Vicente VA, de Souza EM, Almeida S, Henrissat B, Vasconcelos AT, Deng S, Voglmayr H, Moussa TA, Gorbushina A, Felipe MS, Cuomo CA, de Hoog GS Exploring the genomic diversity of black yeasts and relatives (Chaetothyriales, Ascomycota). Stud Mycol. 2017 Mar;86:1-28. doi: 10.1016/j.simyco.2017.01.001. Epub 2017 Jan 27."
Corca1,Corynespora cassiicola CCP v1.0,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,YES,"N, S, E",N  S  E,Known,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,NO,YES,NO,NO,YES,YES,YES,YES,,,"Lopez D, Ribeiro S, Label P, Fumanal B, Venisse JS, Kohler A, de Oliveira RR, Labutti K, Lipzen A, Lail K, Bauer D, Ohm RA, Barry KW, Spatafora J, Grigoriev IV, Martin FM, Pujade-Renaud V Genome-Wide Analysis of Corynespora cassiicola Leaf Fall Disease Putative Effectors. Front Microbiol. 2018 Mar 2;9:276. doi: 10.3389/fmicb.2018.00276. eCollection 2018."
Dipse1,Diplodia seriata DS831,Botryosphaeriales,Dothideomycetes,Pezizomycotina,Ascomycota,YES,"S, N",S  N,Known,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,YES,YES,YES,NO,,,"Morales-Cruz A, Amrine KC, Blanco-Ulate B, Lawrence DP, Travadon R, Rolshausen PE, Baumgartner K, Cantu D Distinctive expansion of gene families associated with plant cell wall degradation, secondary metabolism, and nutrient uptake in the genomes of grapevine trunk pathogens. BMC Genomics. 2015 Jun 19;16:469. doi: 10.1186/s12864-015-1624-z."
Dotse1,Dothistroma septosporum NZE10 v1.0,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota,YES,"S, HB",S  HB,Known,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,NO,NO,NO,YES,NO,NO,YES,NO,,,"de Wit PJ, van der Burgt A, Okmen B, Stergiopoulos I, Abd-Elsalam KA, Aerts AL, Bahkali AH, Beenen HG, Chettri P, Cox MP, Datema E, de Vries RP, Dhillon B, Ganley AR, Griffiths SA, Guo Y, Hamelin RC, Henrissat B, Kabir MS, Jashni MK, Kema G, Klaubauf S, Lapidus A, Levasseur A, Lindquist E, Mehrabi R, Ohm RA, Owen TJ, Salamov A, Schwelm A, Schijlen E, Sun H, van den Burg HA, van Ham RC, Zhang S, Goodwin SB, Grigoriev IV, Collemare J, Bradshaw RE The genomes of the fungal plant pathogens Cladosporium fulvum and Dothistroma septosporum reveal adaptation to different hosts and lifestyles but also signatures of common ancestry. PLoS Genet. 2012;8(11):e1003088. doi: 10.1371/journal.pgen.1003088. Epub 2012 Nov 29.       AND           Ohm RA, Feau N, Henrissat B, Schoch CL, Horwitz BA, Barry KW, Condon BJ, Copeland AC, Dhillon B, Glaser F, Hesse CN, Kosti I, LaButti K, Lindquist EA, Lucas S, Salamov AA, Bradshaw RE, Ciuffetti L, Hamelin RC, Kema GH, Lawrence C, Scott JA, Spatafora JW, Turgeon BG, de Wit PJ, Zhong S, Goodwin SB, Grigoriev IV Diverse lifestyles and strategies of plant pathogenesis encoded in the genomes of eighteen Dothideomycetes fungi. PLoS Pathog. 2012;8(12):e1003037. doi: 10.1371/journal.ppat.1003037. Epub 2012 Dec 6."
Glost2,Glonium stellatum CBS 207.34 v1.0,Mytilinidiales,Dothideomycetes,Pezizomycotina,Ascomycota,NO,S,S,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"Peter M, Kohler A, Ohm RA, Kuo A, Krutzmann J, Morin E, Arend M, Barry KW, Binder M, Choi C, Clum A, Copeland A, Grisel N, Haridas S, Kipfer T, LaButti K, Lindquist E, Lipzen A, Maire R, Meier B, Mihaltcheva S, Molinier V, Murat C, Poggeler S, Quandt CA, Sperisen C, Tritt A, Tisserant E, Crous PW, Henrissat B, Nehls U, Egli S, Spatafora JW, Grigoriev IV, Martin FM Ectomycorrhizal ecology is imprinted in the genome of the dominant symbiotic fungus Cenococcum geophilum. Nat Commun. 2016 Sep 7;7:12662. doi: 10.1038/ncomms12662."
Horwer1,Hortaea werneckii EXF-2000 M0 v1.0,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota,YES,"S, BY, O",S  BY  O,Known,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,"Lenassi M, Gostincar C, Jackman S, Turk M, Sadowski I, Nislow C, Jones S, Birol I, Cimerman NG, Plemenitas A Whole genome duplication and enrichment of metal cation transporters revealed by de novo genome sequencing of extremely halotolerant black yeast Hortaea werneckii. PLoS One. 2013 Aug 15;8(8):e71328. doi: 10.1371/journal.pone.0071328. eCollection 2013."
Hyspu1_1,Hysterium pulicare,Hysteriales,Dothideomycetes,Pezizomycotina,Ascomycota,NO,S,S,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"Ohm RA, Feau N, Henrissat B, Schoch CL, Horwitz BA, Barry KW, Condon BJ, Copeland AC, Dhillon B, Glaser F, Hesse CN, Kosti I, LaButti K, Lindquist EA, Lucas S, Salamov AA, Bradshaw RE, Ciuffetti L, Hamelin RC, Kema GH, Lawrence C, Scott JA, Spatafora JW, Turgeon BG, de Wit PJ, Zhong S, Goodwin SB, Grigoriev IV Diverse lifestyles and strategies of plant pathogenesis encoded in the genomes of eighteen Dothideomycetes fungi. PLoS Pathog. 2012;8(12):e1003037. doi: 10.1371/journal.ppat.1003037. Epub 2012 Dec 6."
Leppa1,Lepidopterella palustris v1.0,Incertae sedis,Dothideomycetes,Pezizomycotina,Ascomycota,NO,S,S,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"Peter M, Kohler A, Ohm RA, Kuo A, Krutzmann J, Morin E, Arend M, Barry KW, Binder M, Choi C, Clum A, Copeland A, Grisel N, Haridas S, Kipfer T, LaButti K, Lindquist E, Lipzen A, Maire R, Meier B, Mihaltcheva S, Molinier V, Murat C, Poggeler S, Quandt CA, Sperisen C, Tritt A, Tisserant E, Crous PW, Henrissat B, Nehls U, Egli S, Spatafora JW, Grigoriev IV, Martin FM Ectomycorrhizal ecology is imprinted in the genome of the dominant symbiotic fungus Cenococcum geophilum. Nat Commun. 2016 Sep 7;7:12662. doi: 10.1038/ncomms12662."
Lepmu1,Leptosphaeria maculans,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,YES,"S, E, HB",S  E  HB,Known,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,YES,YES,YES,NO,,,"Rouxel T, Grandaubert J, Hane JK, Hoede C, van de Wouw AP, Couloux A, Dominguez V, Anthouard V, Bally P, Bourras S, Cozijnsen AJ, Ciuffetti LM, Degrave A, Dilmaghani A, Duret L, Fudal I, Goodwin SB, Gout L, Glaser N, Linglin J, Kema GH, Lapalu N, Lawrence CB, May K, Meyer M, Ollivier B, Poulain J, Schoch CL, Simon A, Spatafora JW, Stachowiak A, Turgeon BG, Tyler BM, Vincent D, Weissenbach J, Amselem J, Quesneville H, Oliver RP, Wincker P, Balesdent MH, Howlett BJ Effector diversification within compartments of the Leptosphaeria maculans genome affected by Repeat-Induced Point mutations. Nat Commun. 2011 Feb 15;2:202. doi: 10.1038/ncomms1189."
